form,filing_date,report_date,items,accession_number,primary_doc_url,filing_index_url
6-K,2023-10-25,2023-10-25,,0001654954-23-013362,https://www.sec.gov/Archives/edgar/data/1131399/000165495423013362/a1783rgskedgar.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495423013362/
6-K,2023-10-20,2023-10-20,,0001654954-23-013228,https://www.sec.gov/Archives/edgar/data/1131399/000165495423013228/a8420q-gskplc.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495423013228/
6-K,2023-10-18,2023-10-18,,0001654954-23-013087,https://www.sec.gov/Archives/edgar/data/1131399/000165495423013087/a5642q-gskplc.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495423013087/
6-K,2023-10-17,2023-10-17,,0001654954-23-012997,https://www.sec.gov/Archives/edgar/data/1131399/000165495423012997/a4185q.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495423012997/
6-K,2023-10-16,2023-10-16,,0001654954-23-012941,https://www.sec.gov/Archives/edgar/data/1131399/000165495423012941/a1976q.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495423012941/
6-K,2023-10-13,2023-10-13,,0001654954-23-012896,https://www.sec.gov/Archives/edgar/data/1131399/000165495423012896/a1179q.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495423012896/
6-K,2023-10-12,2023-10-12,,0001654954-23-012829,https://www.sec.gov/Archives/edgar/data/1131399/000165495423012829/a9743p.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495423012829/
6-K,2023-10-11,2023-10-11,,0001654954-23-012781,https://www.sec.gov/Archives/edgar/data/1131399/000165495423012781/a7221p.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495423012781/
6-K,2023-10-10,2023-10-10,,0001654954-23-012713,https://www.sec.gov/Archives/edgar/data/1131399/000165495423012713/a0542p.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495423012713/
6-K,2023-10-06,2023-10-06,,0001387131-23-012002,https://www.sec.gov/Archives/edgar/data/1131399/000138713123012002/gsk-6k_100623.htm,https://www.sec.gov/Archives/edgar/data/1131399/000138713123012002/
6-K,2023-10-06,2023-10-06,,0001654954-23-012673,https://www.sec.gov/Archives/edgar/data/1131399/000165495423012673/a9069o.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495423012673/
6-K,2023-10-02,2023-10-02,,0001654954-23-012477,https://www.sec.gov/Archives/edgar/data/1131399/000165495423012477/a3970o.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495423012477/
6-K,2023-09-27,2023-09-27,,0001654954-23-012289,https://www.sec.gov/Archives/edgar/data/1131399/000165495423012289/a8766n.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495423012289/
6-K,2023-09-25,2023-09-25,,0001654954-23-012186,https://www.sec.gov/Archives/edgar/data/1131399/000165495423012186/a5033n.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495423012186/
